Lastprofil für Wärmepumpen,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33
alle Werte in [K/h],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMZ,33,32.0,31.0,30.0,29.0,28.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,20.0,19.0,18.0,17.0,16.0,15.0,14.0,13.0,12.0,11.0,10.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1
Temperatur in [°C],<-14,-13.0,-12.0,-11.0,-10.0,-9.0,-8.0,-7.0,-6.0,-5.0,-4.0,-3.0,-2.0,-1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,>=18
00:00-00:15,1.2563266353,1.2182561312,1.1801856271,1.142115123,1.1040446189,1.0659741148,1.0279036107000001,0.9898331066000001,0.9441485016800001,0.9136920984,0.88323569512,0.8527792918400001,0.8223228885600001,0.79186648528,0.761410082,0.722371212,0.683332343,0.644293474,0.607254445,0.570215417,0.533176389,0.496137361,0.459098332,0.422059304,0.378492381,0.334925458,0.291358535,0.247791612,0.20422469,0.160657767,0.120503241,0.080348715,0.040194189
00:15-00:30,1.2565647880500002,1.2184870672,1.18040934635,1.1423316255,1.10425390465,1.0661761838,1.02809846295,0.9900207421000001,0.9443274770800001,0.9138653004,0.88340312372,0.8529409470400001,0.82247877036,0.7920165936800001,0.761554417,0.722524038,0.683493659,0.64446328,0.607306652,0.570150025,0.532993397,0.49583677,0.458680142,0.421523515,0.378224444,0.334925373,0.291626302,0.248327231,0.205028159,0.161729088,0.120991728,0.080254367,0.039517006
00:30-00:45,1.260350982,1.222158528,1.183966074,1.14577362,1.107581166,1.0693887119999999,1.031196258,0.993003804,0.9471728591999999,0.9166188959999999,0.8860649327999999,0.8555109696000001,0.8249570064,0.7944030432,0.76384908,0.724953681,0.686058282,0.647162883,0.609565579,0.571968275,0.534370971,0.496773668,0.459176364,0.42157906,0.378407555,0.33523605,0.292064545,0.248893041,0.205721536,0.162550031,0.121384775,0.080219518,0.039054261
00:45-01:00,1.2593066062500002,1.2211458000000002,1.18298499375,1.1448241875,1.10666338125,1.068502575,1.03034176875,0.9921809625000001,0.946387995,0.91585935,0.885330705,0.8548020600000001,0.8242734150000001,0.7937447700000001,0.763216125,0.724283494,0.685350862,0.646418231,0.60901138,0.571604529,0.534197677,0.496790826,0.459383975,0.421977124,0.378967908,0.335958692,0.292949476,0.24994026,0.206931044,0.163921828,0.122340203,0.080758578,0.039176953
01:00-01:15,1.2585215181000002,1.2203845024000002,1.1822474867000001,1.144110471,1.1059734553,1.0678364396,1.0296994239000001,0.9915624082,0.9457979893599999,0.9152883768,0.8847787642399999,0.8542691516800001,0.82375953912,0.79324992656,0.762740314,0.723779694,0.684819074,0.645858453,0.608736611,0.571614769,0.534492926,0.497371084,0.460249242,0.423127399,0.380106808,0.337086217,0.294065625,0.251045034,0.208024442,0.165003851,0.122724218,0.080444585,0.038164953
01:15-01:30,1.2542325790500002,1.2162255312,1.17821848335,1.1402114355,1.1022043876499998,1.0641973397999998,1.02619029195,0.9881832441,0.9425747866799999,0.9121691483999999,0.8817635101199999,0.85135787184,0.82095223356,0.7905465952799999,0.760140957,0.721027433,0.681913909,0.642800386,0.606324732,0.569849078,0.533373424,0.496897771,0.460422117,0.423946463,0.380872187,0.33779791,0.294723633,0.251649357,0.20857508,0.165500803,0.122555809,0.079610815,0.036665821
