STATIONS_ID;MESS_DATUM;QN_592;ATMO_LBERG;FD_LBERG;FG_LBERG;SD_LBERG;ZENIT;MESS_DATUM_WOZ;eor
       5404;2022060718:12;    1;  127.0;   27.0;   32.0;  16;    77.88;2022060719:00;eor
       5404;2022060719:12;    1;  124.0;   13.0;   14.0;   9;    86.81;2022060720:00;eor
       5404;2022060720:12;    1;  124.0;    0.0;    0.0;   0;    94.74;2022060721:00;eor
       5404;2022060721:12;    1;  132.0;    0.0;    0.0;   0;   101.28;2022060722:00;eor
       5404;2022060722:12;    1;  136.0;    0.0;    0.0;   0;   105.99;2022060723:00;eor
       5404;2022060723:12;    1;  133.0;    0.0;    0.0;   0;   108.46;2022060800:00;eor
       5404;2022060800:12;    1;  124.0;    0.0;    0.0;   0;   108.46;2022060801:00;eor
       5404;2022060801:12;    1;  128.0;    0.0;    0.0;   0;   105.97;2022060802:00;eor
       5404;2022060802:12;    1;  126.0;    0.0;    0.0;   0;   101.26;2022060803:00;eor
       5404;2022060803:12;    1;  125.0;    0.0;    0.0;   0;    94.72;2022060804:00;eor
       5404;2022060804:12;    1;  112.0;    6.0;    6.0;   0;    86.78;2022060805:00;eor
       5404;2022060805:12;    1;  108.0;   17.0;   57.0;  48;    77.85;2022060806:00;eor
       5404;2022060806:12;    1;  110.0;   23.0;  119.0;  60;    68.27;2022060807:00;eor
       5404;2022060807:12;    1;  112.0;   32.0;  184.0;  60;    58.37;2022060808:00;eor
       5404;2022060808:12;    1;  119.0;   59.0;  218.0;  48;    48.48;2022060809:00;eor
       5404;2022060809:12;    1;  124.0;   89.0;  275.0;  49;    39.12;2022060810:00;eor
       5404;2022060810:12;    1;  119.0;   61.0;  278.0;  46;    31.16;2022060811:00;eor
       5404;2022060811:12;    1;  120.0;   73.0;  359.0;  59;    26.23;2022060812:00;eor
       5404;2022060812:12;    1;  127.0;  116.0;  226.0;  36;    26.22;2022060813:00;eor
       5404;2022060813:12;    1;  121.0;   69.0;  322.0;  51;    31.15;2022060814:00;eor
       5404;2022060814:12;    1;  124.0;   90.0;  288.0;  56;    39.10;2022060815:00;eor
       5404;2022060815:12;    1;  123.0;   97.0;  200.0;  59;    48.46;2022060816:00;eor
       5404;2022060816:12;    1;  121.0;   57.0;  186.0;  58;    58.34;2022060817:00;eor
       5404;2022060817:12;    1;  124.0;   54.0;   78.0;  37;    68.24;2022060818:00;eor
       5404;2022060818:12;    1;  127.0;   27.0;   29.0;   0;    77.82;2022060819:00;eor
       5404;2022060819:12;    1;  135.0;    7.0;    7.0;   0;    86.74;2022060820:00;eor
       5404;2022060820:12;    1;  135.0;    0.0;    0.0;   0;    94.67;2022060821:00;eor
       5404;2022060821:12;    1;  133.0;    0.0;    0.0;   0;   101.20;2022060822:00;eor
       5404;2022060822:12;    1;  135.0;    0.0;    0.0;   0;   105.90;2022060823:00;eor
       5404;2022060823:12;    1;  135.0;    0.0;    0.0;   0;   108.37;2022060900:00;eor
       5404;2022060900:12;    1;  136.0;    0.0;    0.0;   0;   108.37;2022060901:00;eor
       5404;2022060901:12;    1;  136.0;    0.0;    0.0;   0;   105.89;2022060902:00;eor
       5404;2022060902:12;    1;  134.0;    0.0;    0.0;   0;   101.18;2022060903:00;eor
       5404;2022060903:12;    1;  128.0;    0.0;    0.0;   0;    94.65;2022060904:00;eor
       5404;2022060904:12;    1;  120.0;   10.0;   10.0;   0;    86.72;2022060905:00;eor
       5404;2022060905:12;    1;  122.0;   25.0;   25.0;   0;    77.79;2022060906:00;eor
       5404;2022060906:12;    1;  128.0;   42.0;   44.0;   0;    68.21;2022060907:00;eor
       5404;2022060907:12;    1;  129.0;   70.0;   72.0;   0;    58.30;2022060908:00;eor
       5404;2022060908:12;    1;  131.0;   98.0;  101.0;   0;    48.42;2022060909:00;eor
       5404;2022060909:12;    1;  133.0;  102.0;  105.0;   0;    39.05;2022060910:00;eor
       5404;2022060910:12;    1;  131.0;  110.0;  113.0;   0;    31.09;2022060911:00;eor
       5404;2022060911:12;    1;  134.0;  118.0;  127.0;   5;    26.14;2022060912:00;eor
       5404;2022060912:12;    1;  128.0;  134.0;  166.0;  10;    26.14;2022060913:00;eor
       5404;2022060913:12;    1;  122.0;  116.0;  251.0;  38;    31.08;2022060914:00;eor
       5404;2022060914:12;    1;  124.0;  136.0;  182.0;  53;    39.04;2022060915:00;eor
       5404;2022060915:12;    1;  125.0;  101.0;  119.0;  16;    48.40;2022060916:00;eor
       5404;2022060916:12;    1;  122.0;   73.0;   84.0;   6;    58.28;2022060917:00;eor
       5404;2022060917:12;    1;  125.0;   51.0;   57.0;  13;    68.19;2022060918:00;eor
       5404;2022060918:12;    1;  118.0;   35.0;   39.0;  10;    77.75;2022060919:00;eor
       5404;2022060919:12;    1;  115.0;   10.0;   11.0;   1;    86.68;2022060920:00;eor
       5404;2022060920:12;    1;  114.0;    0.0;    0.0;   0;    94.60;2022060921:00;eor
       5404;2022060921:12;    1;  124.0;    0.0;    0.0;   0;   101.12;2022060922:00;eor
       5404;2022060922:12;    1;  121.0;    0.0;    0.0;   0;   105.82;2022060923:00;eor
       5404;2022060923:12;    1;  117.0;    0.0;    0.0;   0;   108.29;2022061000:00;eor
       5404;2022061000:12;    1;  117.0;    0.0;    0.0;   0;   108.29;2022061001:00;eor
