gCO2/kwh;Date;Time
499.2592696;05.05.2022;17:00:00
504.2244314;05.05.2022;17:15:00
509.007456;05.05.2022;17:30:00
512.1936736;05.05.2022;17:45:00
526.0486521;05.05.2022;18:00:00
532.7265636;05.05.2022;18:15:00
534.6091202;05.05.2022;18:30:00
533.4459856;05.05.2022;18:45:00
537.4052079;05.05.2022;19:00:00
543.7934771;05.05.2022;19:15:00
548.2513513;05.05.2022;19:30:00
551.5738823;05.05.2022;19:45:00
554.8955612;05.05.2022;20:00:00
560.9111124;05.05.2022;20:15:00
564.2309853;05.05.2022;20:30:00
567.3104087;05.05.2022;20:45:00
557.0273328;05.05.2022;21:00:00
565.4000432;05.05.2022;21:15:00
570.5663736;05.05.2022;21:30:00
581.0098987;05.05.2022;21:45:00
574.5711182;05.05.2022;22:00:00
578.810666;05.05.2022;22:15:00
582.1806889;05.05.2022;22:30:00
582.7353332;05.05.2022;22:45:00
580.1501148;05.05.2022;23:00:00
577.2286816;05.05.2022;23:15:00
574.5818335;05.05.2022;23:30:00
577.4066514;05.05.2022;23:45:00
575.0081444;06.05.2022;00:00:00
574.7319612;06.05.2022;00:15:00
576.1873329;06.05.2022;00:30:00
574.7404951;06.05.2022;00:45:00
576.1667638;06.05.2022;01:00:00
573.7174635;06.05.2022;01:15:00
570.9478624;06.05.2022;01:30:00
571.9217612;06.05.2022;01:45:00
574.0740088;06.05.2022;02:00:00
572.1401766;06.05.2022;02:15:00
571.5198045;06.05.2022;02:30:00
571.0135236;06.05.2022;02:45:00
565.7193787;06.05.2022;03:00:00
567.7344402;06.05.2022;03:15:00
570.3342732;06.05.2022;03:30:00
571.4629135;06.05.2022;03:45:00
574.87925;06.05.2022;04:00:00
572.435699;06.05.2022;04:15:00
578.4848147;06.05.2022;04:30:00
575.9774466;06.05.2022;04:45:00
571.9270799;06.05.2022;05:00:00
565.3123559;06.05.2022;05:15:00
556.4078312;06.05.2022;05:30:00
542.1756101;06.05.2022;05:45:00
520.2452685;06.05.2022;06:00:00
507.6402591;06.05.2022;06:15:00
497.5197276;06.05.2022;06:30:00
491.8215712;06.05.2022;06:45:00
469.0448101;06.05.2022;07:00:00
466.5442928;06.05.2022;07:15:00
460.0383291;06.05.2022;07:30:00
458.3709498;06.05.2022;07:45:00
445.3109279;06.05.2022;08:00:00
440.2340864;06.05.2022;08:15:00
438.7919442;06.05.2022;08:30:00
431.2413411;06.05.2022;08:45:00
415.3751741;06.05.2022;09:00:00
411.6548943;06.05.2022;09:15:00
409.3239146;06.05.2022;09:30:00
402.7825676;06.05.2022;09:45:00
395.9014379;06.05.2022;10:00:00
390.3463835;06.05.2022;10:15:00
385.8887229;06.05.2022;10:30:00
383.439561;06.05.2022;10:45:00
380.5829673;06.05.2022;11:00:00
377.4977566;06.05.2022;11:15:00
378.2767465;06.05.2022;11:30:00
377.4325737;06.05.2022;11:45:00
375.6543549;06.05.2022;12:00:00
376.6934374;06.05.2022;12:15:00
377.0046789;06.05.2022;12:30:00
380.5669069;06.05.2022;12:45:00
383.3530065;06.05.2022;13:00:00
384.3506422;06.05.2022;13:15:00
386.31714;06.05.2022;13:30:00
389.6489676;06.05.2022;13:45:00
391.7525363;06.05.2022;14:00:00
396.1940768;06.05.2022;14:15:00
403.7608855;06.05.2022;14:30:00
409.1302504;06.05.2022;14:45:00
414.1739258;06.05.2022;15:00:00
419.8828285;06.05.2022;15:15:00
428.736451;06.05.2022;15:30:00
438.1459336;06.05.2022;15:45:00
450.8734183;06.05.2022;16:00:00
458.6066533;06.05.2022;16:15:00
469.5651954;06.05.2022;16:30:00
477.3063737;06.05.2022;16:45:00
500.4070399;06.05.2022;17:00:00
511.636299;06.05.2022;17:15:00
513.2010235;06.05.2022;17:30:00
517.0552055;06.05.2022;17:45:00
539.500404;06.05.2022;18:00:00
549.6291897;06.05.2022;18:15:00
553.9961429;06.05.2022;18:30:00
557.8873839;06.05.2022;18:45:00
577.3814735;06.05.2022;19:00:00
584.5029544;06.05.2022;19:15:00
586.6695907;06.05.2022;19:30:00
584.9494503;06.05.2022;19:45:00
573.9444679;06.05.2022;20:00:00
570.5859444;06.05.2022;20:15:00
579.628233;06.05.2022;20:30:00
587.9940153;06.05.2022;20:45:00
578.1042879;06.05.2022;21:00:00
588.4984252;06.05.2022;21:15:00
586.8397264;06.05.2022;21:30:00
588.7809561;06.05.2022;21:45:00
583.1002579;06.05.2022;22:00:00
588.1181724;06.05.2022;22:15:00
587.9506907;06.05.2022;22:30:00
586.0886989;06.05.2022;22:45:00
580.1442128;06.05.2022;23:00:00
579.7404899;06.05.2022;23:15:00
578.9157677;06.05.2022;23:30:00
578.146491;06.05.2022;23:45:00
573.8444193;07.05.2022;00:00:00
571.3041805;07.05.2022;00:15:00
570.4171395;07.05.2022;00:30:00
566.2268751;07.05.2022;00:45:00
561.2304187;07.05.2022;01:00:00
564.3563187;07.05.2022;01:15:00
567.6928236;07.05.2022;01:30:00
569.5452435;07.05.2022;01:45:00
564.9330833;07.05.2022;02:00:00
567.3319715;07.05.2022;02:15:00
566.7015323;07.05.2022;02:30:00
566.8437209;07.05.2022;02:45:00
581.4937814;07.05.2022;03:00:00
580.9128544;07.05.2022;03:15:00
579.4560387;07.05.2022;03:30:00
584.4883081;07.05.2022;03:45:00
580.7224659;07.05.2022;04:00:00
581.6243917;07.05.2022;04:15:00
577.9491331;07.05.2022;04:30:00
576.972138;07.05.2022;04:45:00
568.162614;07.05.2022;05:00:00
564.3165579;07.05.2022;05:15:00
555.4264622;07.05.2022;05:30:00
540.4060045;07.05.2022;05:45:00
519.363679;07.05.2022;06:00:00
511.6058329;07.05.2022;06:15:00
496.840149;07.05.2022;06:30:00
486.2807549;07.05.2022;06:45:00
470.9379076;07.05.2022;07:00:00
461.2367218;07.05.2022;07:15:00
453.5414069;07.05.2022;07:30:00
443.4157856;07.05.2022;07:45:00
424.7335002;07.05.2022;08:00:00
416.5905482;07.05.2022;08:15:00
403.8621533;07.05.2022;08:30:00
390.2587266;07.05.2022;08:45:00
385.7825091;07.05.2022;09:00:00
377.1340322;07.05.2022;09:15:00
367.4677049;07.05.2022;09:30:00
355.6883461;07.05.2022;09:45:00
354.3730741;07.05.2022;10:00:00
351.6523612;07.05.2022;10:15:00
346.5985817;07.05.2022;10:30:00
338.7876318;07.05.2022;10:45:00
336.0495623;07.05.2022;11:00:00
333.3408948;07.05.2022;11:15:00
334.8356298;07.05.2022;11:30:00
336.2128192;07.05.2022;11:45:00
335.5624189;07.05.2022;12:00:00
330.5623122;07.05.2022;12:15:00
328.4052737;07.05.2022;12:30:00
325.1480345;07.05.2022;12:45:00
328.1167648;07.05.2022;13:00:00
328.933581;07.05.2022;13:15:00
330.9450422;07.05.2022;13:30:00
330.7286897;07.05.2022;13:45:00
329.5467186;07.05.2022;14:00:00
329.9797118;07.05.2022;14:15:00
331.025889;07.05.2022;14:30:00
333.1581667;07.05.2022;14:45:00
333.5534515;07.05.2022;15:00:00
336.8952531;07.05.2022;15:15:00
342.7287614;07.05.2022;15:30:00
349.7214543;07.05.2022;15:45:00
358.2963713;07.05.2022;16:00:00
371.5930616;07.05.2022;16:15:00
380.5139926;07.05.2022;16:30:00
387.4032706;07.05.2022;16:45:00
396.7488292;07.05.2022;17:00:00
408.9694545;07.05.2022;17:15:00
419.5970663;07.05.2022;17:30:00
428.2682013;07.05.2022;17:45:00
429.8101637;07.05.2022;18:00:00
431.6265459;07.05.2022;18:15:00
433.9073785;07.05.2022;18:30:00
439.5837586;07.05.2022;18:45:00
454.8424836;07.05.2022;19:00:00
460.4147004;07.05.2022;19:15:00
461.4258691;07.05.2022;19:30:00
463.495114;07.05.2022;19:45:00
452.9710333;07.05.2022;20:00:00
452.0724237;07.05.2022;20:15:00
453.6616925;07.05.2022;20:30:00
462.5677709;07.05.2022;20:45:00
459.4131642;07.05.2022;21:00:00
469.2261839;07.05.2022;21:15:00
462.9399232;07.05.2022;21:30:00
470.9889353;07.05.2022;21:45:00
464.2811471;07.05.2022;22:00:00
471.4047555;07.05.2022;22:15:00
473.2636976;07.05.2022;22:30:00
473.4875781;07.05.2022;22:45:00
475.1377568;07.05.2022;23:00:00
473.3551397;07.05.2022;23:15:00
473.0372048;07.05.2022;23:30:00
469.0431365;07.05.2022;23:45:00
465.6478455;08.05.2022;00:00:00
463.8023528;08.05.2022;00:15:00
464.5940389;08.05.2022;00:30:00
464.1843035;08.05.2022;00:45:00
463.241266;08.05.2022;01:00:00
461.5834189;08.05.2022;01:15:00
461.5988355;08.05.2022;01:30:00
462.3940218;08.05.2022;01:45:00
461.2754715;08.05.2022;02:00:00
460.4011863;08.05.2022;02:15:00
462.8571905;08.05.2022;02:30:00
464.5968476;08.05.2022;02:45:00
466.1413446;08.05.2022;03:00:00
465.8811828;08.05.2022;03:15:00
466.3609139;08.05.2022;03:30:00
466.8953778;08.05.2022;03:45:00
465.2849351;08.05.2022;04:00:00
463.9944863;08.05.2022;04:15:00
463.7655436;08.05.2022;04:30:00
457.6554305;08.05.2022;04:45:00
457.2445579;08.05.2022;05:00:00
454.2956043;08.05.2022;05:15:00
450.3237279;08.05.2022;05:30:00
444.3497539;08.05.2022;05:45:00
437.4221342;08.05.2022;06:00:00
429.8493661;08.05.2022;06:15:00
417.3028108;08.05.2022;06:30:00
407.003373;08.05.2022;06:45:00
389.6607776;08.05.2022;07:00:00
379.7061901;08.05.2022;07:15:00
371.0564422;08.05.2022;07:30:00
362.0423619;08.05.2022;07:45:00
346.7487502;08.05.2022;08:00:00
342.5917336;08.05.2022;08:15:00
337.4809237;08.05.2022;08:30:00
330.3837165;08.05.2022;08:45:00
322.4802044;08.05.2022;09:00:00
316.2315635;08.05.2022;09:15:00
309.4417468;08.05.2022;09:30:00
300.3270427;08.05.2022;09:45:00
299.7696189;08.05.2022;10:00:00
294.4785218;08.05.2022;10:15:00
288.128327;08.05.2022;10:30:00
283.6292013;08.05.2022;10:45:00
279.6023703;08.05.2022;11:00:00
277.2556967;08.05.2022;11:15:00
276.4916442;08.05.2022;11:30:00
275.0405063;08.05.2022;11:45:00
269.3381689;08.05.2022;12:00:00
266.3806043;08.05.2022;12:15:00
265.9460913;08.05.2022;12:30:00
263.8847421;08.05.2022;12:45:00
260.0077855;08.05.2022;13:00:00
259.4816573;08.05.2022;13:15:00
261.0924899;08.05.2022;13:30:00
263.8681197;08.05.2022;13:45:00
271.1036339;08.05.2022;14:00:00
279.2715493;08.05.2022;14:15:00
283.9143137;08.05.2022;14:30:00
289.155784;08.05.2022;14:45:00
289.6306559;08.05.2022;15:00:00
298.5296223;08.05.2022;15:15:00
309.7826048;08.05.2022;15:30:00
321.7737035;08.05.2022;15:45:00
326.2552999;08.05.2022;16:00:00
343.7468182;08.05.2022;16:15:00
365.4799572;08.05.2022;16:30:00
387.7368287;08.05.2022;16:45:00
406.6343215;08.05.2022;17:00:00
423.9202462;08.05.2022;17:15:00
437.4330963;08.05.2022;17:30:00
451.8101625;08.05.2022;17:45:00
461.5132627;08.05.2022;18:00:00
469.10679;08.05.2022;18:15:00
478.3305463;08.05.2022;18:30:00
483.9660536;08.05.2022;18:45:00
489.7940517;08.05.2022;19:00:00
491.8576826;08.05.2022;19:15:00
492.0786816;08.05.2022;19:30:00
500.4576663;08.05.2022;19:45:00
498.3857522;08.05.2022;20:00:00
505.5154316;08.05.2022;20:15:00
510.1515429;08.05.2022;20:30:00
510.0167181;08.05.2022;20:45:00
500.3441784;08.05.2022;21:00:00
506.8965153;08.05.2022;21:15:00
507.719264;08.05.2022;21:30:00
509.9710015;08.05.2022;21:45:00
500.0855854;08.05.2022;22:00:00
508.5281092;08.05.2022;22:15:00
508.3267147;08.05.2022;22:30:00
514.7536771;08.05.2022;22:45:00
507.4891339;08.05.2022;23:00:00
514.0399222;08.05.2022;23:15:00
515.6787008;08.05.2022;23:30:00
512.263074;08.05.2022;23:45:00
512.5879028;09.05.2022;00:00:00
510.8975386;09.05.2022;00:15:00
511.0047036;09.05.2022;00:30:00
510.3648497;09.05.2022;00:45:00
513.5448242;09.05.2022;01:00:00
514.6740529;09.05.2022;01:15:00
517.8171402;09.05.2022;01:30:00
516.706853;09.05.2022;01:45:00
514.8314002;09.05.2022;02:00:00
514.3271416;09.05.2022;02:15:00
517.6354127;09.05.2022;02:30:00
519.5628362;09.05.2022;02:45:00
522.620471;09.05.2022;03:00:00
525.1669987;09.05.2022;03:15:00
528.0461882;09.05.2022;03:30:00
527.540527;09.05.2022;03:45:00
523.9051248;09.05.2022;04:00:00
530.1640258;09.05.2022;04:15:00
529.5672537;09.05.2022;04:30:00
524.6423524;09.05.2022;04:45:00
514.9662547;09.05.2022;05:00:00
511.6468792;09.05.2022;05:15:00
500.5192589;09.05.2022;05:30:00
488.6094347;09.05.2022;05:45:00
476.2281526;09.05.2022;06:00:00
467.2186307;09.05.2022;06:15:00
460.7816455;09.05.2022;06:30:00
454.7365894;09.05.2022;06:45:00
432.6751765;09.05.2022;07:00:00
428.7337486;09.05.2022;07:15:00
424.8605876;09.05.2022;07:30:00
417.6524626;09.05.2022;07:45:00
398.640359;09.05.2022;08:00:00
394.6815116;09.05.2022;08:15:00
383.4253288;09.05.2022;08:30:00
371.2848098;09.05.2022;08:45:00
359.0054141;09.05.2022;09:00:00
349.8604336;09.05.2022;09:15:00
347.3951852;09.05.2022;09:30:00
339.9682186;09.05.2022;09:45:00
337.9550252;09.05.2022;10:00:00
332.5682353;09.05.2022;10:15:00
329.822844;09.05.2022;10:30:00
326.3040686;09.05.2022;10:45:00
322.9501742;09.05.2022;11:00:00
322.1688153;09.05.2022;11:15:00
319.5811919;09.05.2022;11:30:00
318.4673913;09.05.2022;11:45:00
317.3188689;09.05.2022;12:00:00
316.8512888;09.05.2022;12:15:00
315.8920512;09.05.2022;12:30:00
316.9526741;09.05.2022;12:45:00
318.715084;09.05.2022;13:00:00
319.8917383;09.05.2022;13:15:00
325.4574008;09.05.2022;13:30:00
328.8321057;09.05.2022;13:45:00
335.3487312;09.05.2022;14:00:00
338.3296367;09.05.2022;14:15:00
345.111533;09.05.2022;14:30:00
349.4148149;09.05.2022;14:45:00
357.1319487;09.05.2022;15:00:00
365.785663;09.05.2022;15:15:00
380.2013417;09.05.2022;15:30:00
388.1043228;09.05.2022;15:45:00
401.7319565;09.05.2022;16:00:00
415.4357189;09.05.2022;16:15:00
429.9038674;09.05.2022;16:30:00
445.8438801;09.05.2022;16:45:00
461.4476905;09.05.2022;17:00:00
477.8452595;09.05.2022;17:15:00
480.8030759;09.05.2022;17:30:00
480.6443176;09.05.2022;17:45:00
496.5116993;09.05.2022;18:00:00
501.0686705;09.05.2022;18:15:00
505.1751147;09.05.2022;18:30:00
507.6853352;09.05.2022;18:45:00
518.2425224;09.05.2022;19:00:00
521.8554576;09.05.2022;19:15:00
523.8058728;09.05.2022;19:30:00
525.1494644;09.05.2022;19:45:00
512.7454586;09.05.2022;20:00:00
511.8930602;09.05.2022;20:15:00
516.7437353;09.05.2022;20:30:00
523.1562547;09.05.2022;20:45:00
499.2504616;09.05.2022;21:00:00
501.0684625;09.05.2022;21:15:00
497.7090498;09.05.2022;21:30:00
497.893343;09.05.2022;21:45:00
487.2878035;09.05.2022;22:00:00
483.9191536;09.05.2022;22:15:00
481.3636988;09.05.2022;22:30:00
468.701095;09.05.2022;22:45:00
468.9299431;09.05.2022;23:00:00
461.0631094;09.05.2022;23:15:00
457.5397202;09.05.2022;23:30:00
451.3663453;09.05.2022;23:45:00
440.6380235;10.05.2022;00:00:00
434.4490757;10.05.2022;00:15:00
428.356732;10.05.2022;00:30:00
425.3935376;10.05.2022;00:45:00
423.3720567;10.05.2022;01:00:00
421.6985383;10.05.2022;01:15:00
423.210695;10.05.2022;01:30:00
420.1031569;10.05.2022;01:45:00
418.3713097;10.05.2022;02:00:00
416.3074349;10.05.2022;02:15:00
413.4749696;10.05.2022;02:30:00
406.5517694;10.05.2022;02:45:00
410.618265;10.05.2022;03:00:00
415.0887033;10.05.2022;03:15:00
416.9659425;10.05.2022;03:30:00
420.7993717;10.05.2022;03:45:00
426.9972086;10.05.2022;04:00:00
437.6706623;10.05.2022;04:15:00
437.9912711;10.05.2022;04:30:00
434.5085617;10.05.2022;04:45:00
442.0233221;10.05.2022;05:00:00
443.6308755;10.05.2022;05:15:00
437.3930853;10.05.2022;05:30:00
425.3990761;10.05.2022;05:45:00
415.6837014;10.05.2022;06:00:00
409.2542328;10.05.2022;06:15:00
403.8109966;10.05.2022;06:30:00
402.6465312;10.05.2022;06:45:00
393.3425176;10.05.2022;07:00:00
389.8465766;10.05.2022;07:15:00
386.2408383;10.05.2022;07:30:00
384.451243;10.05.2022;07:45:00
372.6277617;10.05.2022;08:00:00
368.3484487;10.05.2022;08:15:00
360.4089138;10.05.2022;08:30:00
347.7196589;10.05.2022;08:45:00
338.3600594;10.05.2022;09:00:00
330.723227;10.05.2022;09:15:00
321.299609;10.05.2022;09:30:00
311.1894968;10.05.2022;09:45:00
300.9069823;10.05.2022;10:00:00
292.5182355;10.05.2022;10:15:00
286.5579952;10.05.2022;10:30:00
278.3297414;10.05.2022;10:45:00
275.3971376;10.05.2022;11:00:00
273.2028272;10.05.2022;11:15:00
268.0852643;10.05.2022;11:30:00
265.612161;10.05.2022;11:45:00
263.2213917;10.05.2022;12:00:00
259.8174643;10.05.2022;12:15:00
260.0993315;10.05.2022;12:30:00
259.8314433;10.05.2022;12:45:00
260.97412;10.05.2022;13:00:00
262.713869;10.05.2022;13:15:00
268.5095657;10.05.2022;13:30:00
274.4425568;10.05.2022;13:45:00
278.1932188;10.05.2022;14:00:00
283.9833045;10.05.2022;14:15:00
290.5112677;10.05.2022;14:30:00
295.003358;10.05.2022;14:45:00
294.1629478;10.05.2022;15:00:00
300.7311867;10.05.2022;15:15:00
303.1302894;10.05.2022;15:30:00
306.7747824;10.05.2022;15:45:00
325.8254706;10.05.2022;16:00:00
335.5294451;10.05.2022;16:15:00
340.9894934;10.05.2022;16:30:00
346.4929464;10.05.2022;16:45:00
362.3634433;10.05.2022;17:00:00
371.3356694;10.05.2022;17:15:00
385.1111345;10.05.2022;17:30:00
390.6531989;10.05.2022;17:45:00
401.9309771;10.05.2022;18:00:00
407.5329679;10.05.2022;18:15:00
413.331474;10.05.2022;18:30:00
415.3889871;10.05.2022;18:45:00
417.6699468;10.05.2022;19:00:00
421.06258;10.05.2022;19:15:00
421.7057062;10.05.2022;19:30:00
423.125505;10.05.2022;19:45:00
421.892148;10.05.2022;20:00:00
419.3249692;10.05.2022;20:15:00
425.6876227;10.05.2022;20:30:00
431.2990937;10.05.2022;20:45:00
419.9290642;10.05.2022;21:00:00
429.6292748;10.05.2022;21:15:00
432.2732751;10.05.2022;21:30:00
436.7742873;10.05.2022;21:45:00
437.3600615;10.05.2022;22:00:00
441.7056761;10.05.2022;22:15:00
442.5148714;10.05.2022;22:30:00
442.142565;10.05.2022;22:45:00
440.1377671;10.05.2022;23:00:00
450.5679568;10.05.2022;23:15:00
454.3224684;10.05.2022;23:30:00
462.8486795;10.05.2022;23:45:00
458.8730206;11.05.2022;00:00:00
464.1721024;11.05.2022;00:15:00
469.6712928;11.05.2022;00:30:00
471.733558;11.05.2022;00:45:00
464.3006991;11.05.2022;01:00:00
464.3020292;11.05.2022;01:15:00
463.675041;11.05.2022;01:30:00
462.1592349;11.05.2022;01:45:00
457.2960995;11.05.2022;02:00:00
454.0990496;11.05.2022;02:15:00
448.7363573;11.05.2022;02:30:00
445.1860685;11.05.2022;02:45:00
443.4595353;11.05.2022;03:00:00
443.0357747;11.05.2022;03:15:00
442.9022504;11.05.2022;03:30:00
442.6987766;11.05.2022;03:45:00
442.0796182;11.05.2022;04:00:00
442.77549;11.05.2022;04:15:00
437.0746048;11.05.2022;04:30:00
429.9392859;11.05.2022;04:45:00
425.0833782;11.05.2022;05:00:00
419.9770149;11.05.2022;05:15:00
416.7876151;11.05.2022;05:30:00
406.05895;11.05.2022;05:45:00
397.0216792;11.05.2022;06:00:00
389.1670812;11.05.2022;06:15:00
380.9866507;11.05.2022;06:30:00
377.6582741;11.05.2022;06:45:00
361.9628753;11.05.2022;07:00:00
361.1499268;11.05.2022;07:15:00
359.4666083;11.05.2022;07:30:00
357.2105568;11.05.2022;07:45:00
343.3290924;11.05.2022;08:00:00
338.3819981;11.05.2022;08:15:00
324.2441858;11.05.2022;08:30:00
307.6152023;11.05.2022;08:45:00
294.9254046;11.05.2022;09:00:00
279.9863822;11.05.2022;09:15:00
267.2456868;11.05.2022;09:30:00
243.225726;11.05.2022;09:45:00
235.5690419;11.05.2022;10:00:00
227.2455223;11.05.2022;10:15:00
216.2273555;11.05.2022;10:30:00
201.853494;11.05.2022;10:45:00
188.844691;11.05.2022;11:00:00
174.3709656;11.05.2022;11:15:00
164.7260446;11.05.2022;11:30:00
159.2000161;11.05.2022;11:45:00
156.0523035;11.05.2022;12:00:00
150.4706085;11.05.2022;12:15:00
150.67498;11.05.2022;12:30:00
152.1922832;11.05.2022;12:45:00
153.6377118;11.05.2022;13:00:00
155.579874;11.05.2022;13:15:00
158.9500538;11.05.2022;13:30:00
159.2578445;11.05.2022;13:45:00
158.4008741;11.05.2022;14:00:00
160.5490846;11.05.2022;14:15:00
161.501275;11.05.2022;14:30:00
165.7235253;11.05.2022;14:45:00
173.4990236;11.05.2022;15:00:00
180.9919985;11.05.2022;15:15:00
193.561717;11.05.2022;15:30:00
208.1147756;11.05.2022;15:45:00
219.743362;11.05.2022;16:00:00
240.9558257;11.05.2022;16:15:00
253.4790236;11.05.2022;16:30:00
264.4465473;11.05.2022;16:45:00
277.3890386;11.05.2022;17:00:00
293.0432031;11.05.2022;17:15:00
305.6995078;11.05.2022;17:30:00
312.9723692;11.05.2022;17:45:00
328.3648365;11.05.2022;18:00:00
335.5255572;11.05.2022;18:15:00
343.9695375;11.05.2022;18:30:00
349.677795;11.05.2022;18:45:00
362.8553607;11.05.2022;19:00:00
369.9604844;11.05.2022;19:15:00
371.4802577;11.05.2022;19:30:00
373.0616555;11.05.2022;19:45:00
368.3672808;11.05.2022;20:00:00
371.3424491;11.05.2022;20:15:00
368.7769028;11.05.2022;20:30:00
376.446886;11.05.2022;20:45:00
372.7900247;11.05.2022;21:00:00
373.1440946;11.05.2022;21:15:00
375.2090563;11.05.2022;21:30:00
367.2585108;11.05.2022;21:45:00
354.0358452;11.05.2022;22:00:00
350.4771608;11.05.2022;22:15:00
348.2133372;11.05.2022;22:30:00
335.6771607;11.05.2022;22:45:00
324.5268577;11.05.2022;23:00:00
318.7076991;11.05.2022;23:15:00
312.1683211;11.05.2022;23:30:00
303.2288167;11.05.2022;23:45:00
305.6271538;12.05.2022;00:00:00
298.8117912;12.05.2022;00:15:00
292.3769823;12.05.2022;00:30:00
289.9719097;12.05.2022;00:45:00
290.368137;12.05.2022;01:00:00
286.1233315;12.05.2022;01:15:00
285.86773;12.05.2022;01:30:00
289.4904221;12.05.2022;01:45:00
285.6062467;12.05.2022;02:00:00
287.1079629;12.05.2022;02:15:00
286.6484212;12.05.2022;02:30:00
286.5784731;12.05.2022;02:45:00
288.2651541;12.05.2022;03:00:00
291.1323462;12.05.2022;03:15:00
298.0722181;12.05.2022;03:30:00
302.442455;12.05.2022;03:45:00
298.6858139;12.05.2022;04:00:00
298.084404;12.05.2022;04:15:00
298.6013463;12.05.2022;04:30:00
295.7875943;12.05.2022;04:45:00
294.5839871;12.05.2022;05:00:00
298.2445948;12.05.2022;05:15:00
297.2581359;12.05.2022;05:30:00
293.3426795;12.05.2022;05:45:00
287.329281;12.05.2022;06:00:00
282.6766066;12.05.2022;06:15:00
282.5556415;12.05.2022;06:30:00
278.1630295;12.05.2022;06:45:00
272.5288603;12.05.2022;07:00:00
272.6935941;12.05.2022;07:15:00
271.9771095;12.05.2022;07:30:00
271.8687619;12.05.2022;07:45:00
265.1224908;12.05.2022;08:00:00
263.3062728;12.05.2022;08:15:00
264.2663389;12.05.2022;08:30:00
263.5184061;12.05.2022;08:45:00
254.3990887;12.05.2022;09:00:00
249.5048541;12.05.2022;09:15:00
247.7044676;12.05.2022;09:30:00
245.6571867;12.05.2022;09:45:00
240.5014298;12.05.2022;10:00:00
239.2493628;12.05.2022;10:15:00
238.7844576;12.05.2022;10:30:00
233.2174713;12.05.2022;10:45:00
225.9969017;12.05.2022;11:00:00
221.8896069;12.05.2022;11:15:00
219.8869712;12.05.2022;11:30:00
214.7050595;12.05.2022;11:45:00
215.02831;12.05.2022;12:00:00
211.3065263;12.05.2022;12:15:00
206.5374322;12.05.2022;12:30:00
205.8654932;12.05.2022;12:45:00
211.4154472;12.05.2022;13:00:00
211.3721986;12.05.2022;13:15:00
213.7867106;12.05.2022;13:30:00
217.6004915;12.05.2022;13:45:00
224.8587853;12.05.2022;14:00:00
228.0752624;12.05.2022;14:15:00
232.3167398;12.05.2022;14:30:00
237.7013843;12.05.2022;14:45:00
240.721765;12.05.2022;15:00:00
250.547042;12.05.2022;15:15:00
259.3576952;12.05.2022;15:30:00
268.1113922;12.05.2022;15:45:00
284.4126347;12.05.2022;16:00:00
299.2444842;12.05.2022;16:15:00
306.4538299;12.05.2022;16:30:00
315.901674;12.05.2022;16:45:00
336.1500476;12.05.2022;17:00:00
342.9800752;12.05.2022;17:15:00
348.2512917;12.05.2022;17:30:00
352.1367362;12.05.2022;17:45:00
379.1732137;12.05.2022;18:00:00
380.2562753;12.05.2022;18:15:00
383.1120336;12.05.2022;18:30:00
391.6146999;12.05.2022;18:45:00
405.6570983;12.05.2022;19:00:00
408.849634;12.05.2022;19:15:00
411.4555699;12.05.2022;19:30:00
412.6324007;12.05.2022;19:45:00
415.7921369;12.05.2022;20:00:00
424.1751688;12.05.2022;20:15:00
431.0986047;12.05.2022;20:30:00
441.7407831;12.05.2022;20:45:00
444.6730993;12.05.2022;21:00:00
455.3559716;12.05.2022;21:15:00
457.169646;12.05.2022;21:30:00
466.1660041;12.05.2022;21:45:00
457.4419444;12.05.2022;22:00:00
464.9564442;12.05.2022;22:15:00
465.0457031;12.05.2022;22:30:00
473.990188;12.05.2022;22:45:00
470.1407066;12.05.2022;23:00:00
473.9130791;12.05.2022;23:15:00
476.7690586;12.05.2022;23:30:00
474.0768631;12.05.2022;23:45:00
481.798764;13.05.2022;00:00:00
484.6456516;13.05.2022;00:15:00
476.4367485;13.05.2022;00:30:00
466.4223724;13.05.2022;00:45:00
473.7790446;13.05.2022;01:00:00
473.2980404;13.05.2022;01:15:00
467.1434017;13.05.2022;01:30:00
460.6288758;13.05.2022;01:45:00
460.3846579;13.05.2022;02:00:00
453.8790448;13.05.2022;02:15:00
446.0960379;13.05.2022;02:30:00
436.61361;13.05.2022;02:45:00
437.7657798;13.05.2022;03:00:00
440.2366194;13.05.2022;03:15:00
436.3326007;13.05.2022;03:30:00
429.5635241;13.05.2022;03:45:00
426.4035495;13.05.2022;04:00:00
420.2027155;13.05.2022;04:15:00
417.8193986;13.05.2022;04:30:00
411.4036865;13.05.2022;04:45:00
402.8958242;13.05.2022;05:00:00
397.0258783;13.05.2022;05:15:00
388.3341767;13.05.2022;05:30:00
381.7293098;13.05.2022;05:45:00
375.7261202;13.05.2022;06:00:00
369.0613873;13.05.2022;06:15:00
363.7918005;13.05.2022;06:30:00
355.5128141;13.05.2022;06:45:00
344.0723975;13.05.2022;07:00:00
339.9121026;13.05.2022;07:15:00
334.773951;13.05.2022;07:30:00
324.6477666;13.05.2022;07:45:00
315.6062227;13.05.2022;08:00:00
315.8623321;13.05.2022;08:15:00
305.8410872;13.05.2022;08:30:00
288.8106861;13.05.2022;08:45:00
278.8700587;13.05.2022;09:00:00
269.8518383;13.05.2022;09:15:00
260.9276127;13.05.2022;09:30:00
248.0277409;13.05.2022;09:45:00
