gCO2/kwh;Date;Time
475.6065784;12.02.2022;06:15:00
470.5763876;12.02.2022;06:30:00
466.5311188;12.02.2022;06:45:00
458.6285551;12.02.2022;07:00:00
454.5181459;12.02.2022;07:15:00
449.4708919;12.02.2022;07:30:00
444.4547618;12.02.2022;07:45:00
429.2655864;12.02.2022;08:00:00
422.1791229;12.02.2022;08:15:00
412.9072995;12.02.2022;08:30:00
392.6140862;12.02.2022;08:45:00
372.3520404;12.02.2022;09:00:00
356.1127351;12.02.2022;09:15:00
342.2498459;12.02.2022;09:30:00
330.4188542;12.02.2022;09:45:00
320.2467462;12.02.2022;10:00:00
315.3693819;12.02.2022;10:15:00
306.2060855;12.02.2022;10:30:00
298.8443727;12.02.2022;10:45:00
299.738838;12.02.2022;11:00:00
296.2574605;12.02.2022;11:15:00
288.3602879;12.02.2022;11:30:00
278.2913372;12.02.2022;11:45:00
263.365668;12.02.2022;12:00:00
252.6304445;12.02.2022;12:15:00
246.1372858;12.02.2022;12:30:00
238.0473996;12.02.2022;12:45:00
232.0729967;12.02.2022;13:00:00
229.613341;12.02.2022;13:15:00
233.8325342;12.02.2022;13:30:00
234.9496056;12.02.2022;13:45:00
232.3610247;12.02.2022;14:00:00
237.5988056;12.02.2022;14:15:00
245.3395941;12.02.2022;14:30:00
259.2247403;12.02.2022;14:45:00
279.7702061;12.02.2022;15:00:00
306.6417528;12.02.2022;15:15:00
322.2468167;12.02.2022;15:30:00
337.2027982;12.02.2022;15:45:00
367.8086682;12.02.2022;16:00:00
384.0256438;12.02.2022;16:15:00
389.6576157;12.02.2022;16:30:00
394.6328911;12.02.2022;16:45:00
395.5415594;12.02.2022;17:00:00
389.9992995;12.02.2022;17:15:00
385.8266147;12.02.2022;17:30:00
381.6414457;12.02.2022;17:45:00
376.8101552;12.02.2022;18:00:00
373.0562518;12.02.2022;18:15:00
370.2887373;12.02.2022;18:30:00
369.5578254;12.02.2022;18:45:00
360.3612182;12.02.2022;19:00:00
357.2473412;12.02.2022;19:15:00
357.3543249;12.02.2022;19:30:00
355.8475217;12.02.2022;19:45:00
356.0171595;12.02.2022;20:00:00
355.6161683;12.02.2022;20:15:00
348.596745;12.02.2022;20:30:00
339.1522294;12.02.2022;20:45:00
333.4724777;12.02.2022;21:00:00
327.0477873;12.02.2022;21:15:00
323.7893422;12.02.2022;21:30:00
321.2837128;12.02.2022;21:45:00
320.8398682;12.02.2022;22:00:00
318.7081568;12.02.2022;22:15:00
314.9060512;12.02.2022;22:30:00
313.28929;12.02.2022;22:45:00
312.0831504;12.02.2022;23:00:00
312.2823265;12.02.2022;23:15:00
312.5415554;12.02.2022;23:30:00
308.4288442;12.02.2022;23:45:00
301.3329569;13.02.2022;00:00:00
297.4386558;13.02.2022;00:15:00
295.7363037;13.02.2022;00:30:00
293.3284547;13.02.2022;00:45:00
289.2387226;13.02.2022;01:00:00
289.7030077;13.02.2022;01:15:00
291.877656;13.02.2022;01:30:00
291.6114273;13.02.2022;01:45:00
285.7258334;13.02.2022;02:00:00
287.4908131;13.02.2022;02:15:00
290.7576588;13.02.2022;02:30:00
290.1796507;13.02.2022;02:45:00
292.7921013;13.02.2022;03:00:00
292.0046706;13.02.2022;03:15:00
293.2073274;13.02.2022;03:30:00
292.1470832;13.02.2022;03:45:00
292.2722031;13.02.2022;04:00:00
291.6952078;13.02.2022;04:15:00
290.6768265;13.02.2022;04:30:00
288.1224932;13.02.2022;04:45:00
281.4175527;13.02.2022;05:00:00
279.2871761;13.02.2022;05:15:00
278.0857653;13.02.2022;05:30:00
277.2239609;13.02.2022;05:45:00
271.7000141;13.02.2022;06:00:00
271.3710802;13.02.2022;06:15:00
271.4674908;13.02.2022;06:30:00
268.3229641;13.02.2022;06:45:00
257.7836653;13.02.2022;07:00:00
253.5788111;13.02.2022;07:15:00
244.937109;13.02.2022;07:30:00
240.9914779;13.02.2022;07:45:00
233.9664331;13.02.2022;08:00:00
226.0830702;13.02.2022;08:15:00
217.1849915;13.02.2022;08:30:00
206.7634292;13.02.2022;08:45:00
194.2033665;13.02.2022;09:00:00
190.52699;13.02.2022;09:15:00
188.366164;13.02.2022;09:30:00
185.6341154;13.02.2022;09:45:00
182.9472211;13.02.2022;10:00:00
181.1630115;13.02.2022;10:15:00
179.3341042;13.02.2022;10:30:00
177.816076;13.02.2022;10:45:00
176.5576994;13.02.2022;11:00:00
175.624429;13.02.2022;11:15:00
173.9501981;13.02.2022;11:30:00
172.5434579;13.02.2022;11:45:00
174.2365572;13.02.2022;12:00:00
174.5516376;13.02.2022;12:15:00
176.0264242;13.02.2022;12:30:00
176.3108869;13.02.2022;12:45:00
175.7465495;13.02.2022;13:00:00
176.7718658;13.02.2022;13:15:00
177.5008728;13.02.2022;13:30:00
176.0646159;13.02.2022;13:45:00
172.4746;13.02.2022;14:00:00
172.3928448;13.02.2022;14:15:00
176.9354456;13.02.2022;14:30:00
180.7984917;13.02.2022;14:45:00
182.5587476;13.02.2022;15:00:00
187.2774638;13.02.2022;15:15:00
195.6494574;13.02.2022;15:30:00
205.8508264;13.02.2022;15:45:00
227.1946276;13.02.2022;16:00:00
243.408503;13.02.2022;16:15:00
249.0052551;13.02.2022;16:30:00
258.9716663;13.02.2022;16:45:00
262.1222665;13.02.2022;17:00:00
260.4875778;13.02.2022;17:15:00
258.2676794;13.02.2022;17:30:00
253.0907812;13.02.2022;17:45:00
243.7505171;13.02.2022;18:00:00
239.2670617;13.02.2022;18:15:00
235.3751767;13.02.2022;18:30:00
231.1079296;13.02.2022;18:45:00
225.4390967;13.02.2022;19:00:00
221.1484365;13.02.2022;19:15:00
220.3737605;13.02.2022;19:30:00
215.7691655;13.02.2022;19:45:00
218.7010701;13.02.2022;20:00:00
218.7627695;13.02.2022;20:15:00
215.3266333;13.02.2022;20:30:00
211.1434507;13.02.2022;20:45:00
207.5082266;13.02.2022;21:00:00
203.1924219;13.02.2022;21:15:00
202.9142921;13.02.2022;21:30:00
203.8936854;13.02.2022;21:45:00
208.6314518;13.02.2022;22:00:00
207.5063728;13.02.2022;22:15:00
207.8697862;13.02.2022;22:30:00
207.0984948;13.02.2022;22:45:00
202.8762271;13.02.2022;23:00:00
201.4202422;13.02.2022;23:15:00
200.2934703;13.02.2022;23:30:00
199.2960352;13.02.2022;23:45:00
195.326611;14.02.2022;00:00:00
191.7040847;14.02.2022;00:15:00
190.1318615;14.02.2022;00:30:00
186.4921647;14.02.2022;00:45:00
184.2920813;14.02.2022;01:00:00
183.7127635;14.02.2022;01:15:00
183.5933836;14.02.2022;01:30:00
185.3570937;14.02.2022;01:45:00
187.3383719;14.02.2022;02:00:00
187.527751;14.02.2022;02:15:00
187.5334812;14.02.2022;02:30:00
187.927272;14.02.2022;02:45:00
188.8203603;14.02.2022;03:00:00
187.5355049;14.02.2022;03:15:00
186.9786064;14.02.2022;03:30:00
189.3293857;14.02.2022;03:45:00
190.5249928;14.02.2022;04:00:00
190.5292874;14.02.2022;04:15:00
191.524399;14.02.2022;04:30:00
194.2392796;14.02.2022;04:45:00
201.3081038;14.02.2022;05:00:00
210.5342343;14.02.2022;05:15:00
220.1377587;14.02.2022;05:30:00
230.9761702;14.02.2022;05:45:00
236.3033564;14.02.2022;06:00:00
245.7534892;14.02.2022;06:15:00
253.3631562;14.02.2022;06:30:00
257.4736826;14.02.2022;06:45:00
267.1597727;14.02.2022;07:00:00
272.3757444;14.02.2022;07:15:00
275.6342103;14.02.2022;07:30:00
276.4635265;14.02.2022;07:45:00
273.0864993;14.02.2022;08:00:00
272.6552116;14.02.2022;08:15:00
270.5735193;14.02.2022;08:30:00
263.1672769;14.02.2022;08:45:00
253.4970392;14.02.2022;09:00:00
245.3318049;14.02.2022;09:15:00
240.5603576;14.02.2022;09:30:00
236.7230278;14.02.2022;09:45:00
236.749115;14.02.2022;10:00:00
234.1381415;14.02.2022;10:15:00
233.9850791;14.02.2022;10:30:00
232.388344;14.02.2022;10:45:00
228.870997;14.02.2022;11:00:00
227.6284462;14.02.2022;11:15:00
229.0436344;14.02.2022;11:30:00
229.8724794;14.02.2022;11:45:00
234.2604931;14.02.2022;12:00:00
237.4609691;14.02.2022;12:15:00
240.333605;14.02.2022;12:30:00
242.2648;14.02.2022;12:45:00
252.7450186;14.02.2022;13:00:00
262.5638627;14.02.2022;13:15:00
270.579493;14.02.2022;13:30:00
277.7103063;14.02.2022;13:45:00
287.381688;14.02.2022;14:00:00
295.5992162;14.02.2022;14:15:00
300.3764576;14.02.2022;14:30:00
305.7887276;14.02.2022;14:45:00
322.6877423;14.02.2022;15:00:00
332.1446241;14.02.2022;15:15:00
335.9619665;14.02.2022;15:30:00
342.1177296;14.02.2022;15:45:00
352.1880856;14.02.2022;16:00:00
354.3704824;14.02.2022;16:15:00
359.3784972;14.02.2022;16:30:00
360.1163873;14.02.2022;16:45:00
360.6510125;14.02.2022;17:00:00
357.4852817;14.02.2022;17:15:00
354.8852871;14.02.2022;17:30:00
352.7584401;14.02.2022;17:45:00
350.2064491;14.02.2022;18:00:00
349.4212367;14.02.2022;18:15:00
349.0901934;14.02.2022;18:30:00
347.6592714;14.02.2022;18:45:00
350.0151649;14.02.2022;19:00:00
351.7928257;14.02.2022;19:15:00
353.0504384;14.02.2022;19:30:00
355.5179265;14.02.2022;19:45:00
350.5763474;14.02.2022;20:00:00
351.5915771;14.02.2022;20:15:00
354.1874012;14.02.2022;20:30:00
357.2035424;14.02.2022;20:45:00
347.9386797;14.02.2022;21:00:00
344.2804241;14.02.2022;21:15:00
342.0886491;14.02.2022;21:30:00
338.9562698;14.02.2022;21:45:00
346.3280675;14.02.2022;22:00:00
348.9331832;14.02.2022;22:15:00
350.5515278;14.02.2022;22:30:00
345.0274122;14.02.2022;22:45:00
343.0198677;14.02.2022;23:00:00
336.877727;14.02.2022;23:15:00
332.6429139;14.02.2022;23:30:00
331.2365533;14.02.2022;23:45:00
341.6293406;15.02.2022;00:00:00
337.3683201;15.02.2022;00:15:00
332.5534938;15.02.2022;00:30:00
329.8263921;15.02.2022;00:45:00
338.3391801;15.02.2022;01:00:00
336.6290208;15.02.2022;01:15:00
337.3065975;15.02.2022;01:30:00
339.4901208;15.02.2022;01:45:00
345.8562691;15.02.2022;02:00:00
348.4425819;15.02.2022;02:15:00
350.3406094;15.02.2022;02:30:00
352.1391129;15.02.2022;02:45:00
352.6963176;15.02.2022;03:00:00
356.3268484;15.02.2022;03:15:00
357.9053035;15.02.2022;03:30:00
362.0818802;15.02.2022;03:45:00
366.3668752;15.02.2022;04:00:00
368.1726548;15.02.2022;04:15:00
379.1983842;15.02.2022;04:30:00
385.6120358;15.02.2022;04:45:00
389.3387386;15.02.2022;05:00:00
397.2391385;15.02.2022;05:15:00
406.2247551;15.02.2022;05:30:00
408.1819957;15.02.2022;05:45:00
405.7662132;15.02.2022;06:00:00
404.7481233;15.02.2022;06:15:00
405.5908831;15.02.2022;06:30:00
409.2321991;15.02.2022;06:45:00
416.9319144;15.02.2022;07:00:00
413.5375386;15.02.2022;07:15:00
410.4892286;15.02.2022;07:30:00
407.9552113;15.02.2022;07:45:00
406.5508865;15.02.2022;08:00:00
402.0218878;15.02.2022;08:15:00
402.8381397;15.02.2022;08:30:00
404.3803667;15.02.2022;08:45:00
406.2903513;15.02.2022;09:00:00
403.9128217;15.02.2022;09:15:00
402.5354519;15.02.2022;09:30:00
398.8875534;15.02.2022;09:45:00
392.8887702;15.02.2022;10:00:00
389.7360294;15.02.2022;10:15:00
386.8605526;15.02.2022;10:30:00
384.2366653;15.02.2022;10:45:00
375.7862125;15.02.2022;11:00:00
370.9257497;15.02.2022;11:15:00
367.4066106;15.02.2022;11:30:00
363.7926087;15.02.2022;11:45:00
359.5317356;15.02.2022;12:00:00
357.6543312;15.02.2022;12:15:00
357.380029;15.02.2022;12:30:00
360.3695294;15.02.2022;12:45:00
356.7700808;15.02.2022;13:00:00
359.3765753;15.02.2022;13:15:00
359.0248183;15.02.2022;13:30:00
355.7389104;15.02.2022;13:45:00
356.6967597;15.02.2022;14:00:00
357.3798038;15.02.2022;14:15:00
358.1837828;15.02.2022;14:30:00
359.5658367;15.02.2022;14:45:00
359.8638999;15.02.2022;15:00:00
365.0143284;15.02.2022;15:15:00
367.4755172;15.02.2022;15:30:00
369.461805;15.02.2022;15:45:00
366.0109948;15.02.2022;16:00:00
371.3135535;15.02.2022;16:15:00
374.8694633;15.02.2022;16:30:00
373.5236385;15.02.2022;16:45:00
373.7955532;15.02.2022;17:00:00
370.645505;15.02.2022;17:15:00
365.8066283;15.02.2022;17:30:00
357.6258363;15.02.2022;17:45:00
342.2998682;15.02.2022;18:00:00
336.9436868;15.02.2022;18:15:00
331.0807412;15.02.2022;18:30:00
324.6000038;15.02.2022;18:45:00
316.3673209;15.02.2022;19:00:00
309.6367867;15.02.2022;19:15:00
303.669217;15.02.2022;19:30:00
294.258259;15.02.2022;19:45:00
286.5813792;15.02.2022;20:00:00
277.3464161;15.02.2022;20:15:00
271.1666546;15.02.2022;20:30:00
263.2233284;15.02.2022;20:45:00
254.2948463;15.02.2022;21:00:00
246.9122034;15.02.2022;21:15:00
244.2327204;15.02.2022;21:30:00
241.7213861;15.02.2022;21:45:00
250.4073198;15.02.2022;22:00:00
248.8296948;15.02.2022;22:15:00
245.8534658;15.02.2022;22:30:00
241.1489563;15.02.2022;22:45:00
239.1711474;15.02.2022;23:00:00
233.6077389;15.02.2022;23:15:00
231.4739494;15.02.2022;23:30:00
224.7228256;15.02.2022;23:45:00
216.1254924;16.02.2022;00:00:00
213.5478031;16.02.2022;00:15:00
212.121216;16.02.2022;00:30:00
214.3306609;16.02.2022;00:45:00
213.0294518;16.02.2022;01:00:00
213.5011394;16.02.2022;01:15:00
214.5090389;16.02.2022;01:30:00
213.9669643;16.02.2022;01:45:00
210.7620259;16.02.2022;02:00:00
216.2948947;16.02.2022;02:15:00
220.1020981;16.02.2022;02:30:00
221.149852;16.02.2022;02:45:00
221.28479;16.02.2022;03:00:00
222.6358327;16.02.2022;03:15:00
223.7202399;16.02.2022;03:30:00
223.0180607;16.02.2022;03:45:00
224.5710554;16.02.2022;04:00:00
222.5308826;16.02.2022;04:15:00
223.3562816;16.02.2022;04:30:00
227.1916211;16.02.2022;04:45:00
228.0731017;16.02.2022;05:00:00
227.7718889;16.02.2022;05:15:00
231.357628;16.02.2022;05:30:00
235.403388;16.02.2022;05:45:00
235.4503698;16.02.2022;06:00:00
246.4637753;16.02.2022;06:15:00
250.3374766;16.02.2022;06:30:00
253.1719533;16.02.2022;06:45:00
256.8213214;16.02.2022;07:00:00
257.1279701;16.02.2022;07:15:00
255.8642029;16.02.2022;07:30:00
252.8730561;16.02.2022;07:45:00
249.2636467;16.02.2022;08:00:00
247.3898591;16.02.2022;08:15:00
245.523765;16.02.2022;08:30:00
246.0239618;16.02.2022;08:45:00
247.5695719;16.02.2022;09:00:00
244.3404891;16.02.2022;09:15:00
241.9876709;16.02.2022;09:30:00
240.6822945;16.02.2022;09:45:00
240.0079743;16.02.2022;10:00:00
241.0922129;16.02.2022;10:15:00
238.0119175;16.02.2022;10:30:00
238.2603669;16.02.2022;10:45:00
236.8326211;16.02.2022;11:00:00
235.0923618;16.02.2022;11:15:00
235.6725361;16.02.2022;11:30:00
235.8236345;16.02.2022;11:45:00
241.4076528;16.02.2022;12:00:00
241.7507241;16.02.2022;12:15:00
242.8033882;16.02.2022;12:30:00
245.5502842;16.02.2022;12:45:00
247.8840015;16.02.2022;13:00:00
250.0672241;16.02.2022;13:15:00
250.0210629;16.02.2022;13:30:00
250.1406993;16.02.2022;13:45:00
251.9026783;16.02.2022;14:00:00
250.4717873;16.02.2022;14:15:00
251.2968774;16.02.2022;14:30:00
250.7433824;16.02.2022;14:45:00
251.1113628;16.02.2022;15:00:00
251.4009523;16.02.2022;15:15:00
251.882928;16.02.2022;15:30:00
253.7410364;16.02.2022;15:45:00
254.7925728;16.02.2022;16:00:00
256.130239;16.02.2022;16:15:00
255.5006131;16.02.2022;16:30:00
256.0369504;16.02.2022;16:45:00
255.0461618;16.02.2022;17:00:00
254.1099343;16.02.2022;17:15:00
251.921671;16.02.2022;17:30:00
248.5343365;16.02.2022;17:45:00
246.8068548;16.02.2022;18:00:00
245.4415683;16.02.2022;18:15:00
244.304718;16.02.2022;18:30:00
243.3911846;16.02.2022;18:45:00
241.5095205;16.02.2022;19:00:00
239.9119881;16.02.2022;19:15:00
240.1539517;16.02.2022;19:30:00
235.9356694;16.02.2022;19:45:00
226.5216893;16.02.2022;20:00:00
221.0959167;16.02.2022;20:15:00
219.5681533;16.02.2022;20:30:00
214.7652284;16.02.2022;20:45:00
213.1991167;16.02.2022;21:00:00
208.8502268;16.02.2022;21:15:00
205.3061787;16.02.2022;21:30:00
202.8724416;16.02.2022;21:45:00
205.9005221;16.02.2022;22:00:00
203.6530733;16.02.2022;22:15:00
199.6980943;16.02.2022;22:30:00
193.8640437;16.02.2022;22:45:00
186.7133218;16.02.2022;23:00:00
178.3588545;16.02.2022;23:15:00
174.3982799;16.02.2022;23:30:00
168.5367212;16.02.2022;23:45:00
167.4182144;17.02.2022;00:00:00
165.3046397;17.02.2022;00:15:00
162.8631246;17.02.2022;00:30:00
164.3257015;17.02.2022;00:45:00
163.5143521;17.02.2022;01:00:00
158.6181782;17.02.2022;01:15:00
158.9202124;17.02.2022;01:30:00
160.3292751;17.02.2022;01:45:00
162.6456933;17.02.2022;02:00:00
162.5407463;17.02.2022;02:15:00
164.1279453;17.02.2022;02:30:00
166.1852817;17.02.2022;02:45:00
166.2483632;17.02.2022;03:00:00
168.357846;17.02.2022;03:15:00
170.3439599;17.02.2022;03:30:00
171.8610073;17.02.2022;03:45:00
172.201025;17.02.2022;04:00:00
172.5194654;17.02.2022;04:15:00
173.7821881;17.02.2022;04:30:00
177.1416639;17.02.2022;04:45:00
184.035081;17.02.2022;05:00:00
186.4737242;17.02.2022;05:15:00
189.619237;17.02.2022;05:30:00
193.4222273;17.02.2022;05:45:00
197.7492337;17.02.2022;06:00:00
200.3549737;17.02.2022;06:15:00
202.0721045;17.02.2022;06:30:00
201.6145484;17.02.2022;06:45:00
205.3729536;17.02.2022;07:00:00
203.7997543;17.02.2022;07:15:00
199.5603805;17.02.2022;07:30:00
197.4159426;17.02.2022;07:45:00
194.1300768;17.02.2022;08:00:00
190.7009781;17.02.2022;08:15:00
191.8566427;17.02.2022;08:30:00
191.3586247;17.02.2022;08:45:00
189.5999091;17.02.2022;09:00:00
184.5643872;17.02.2022;09:15:00
179.2534004;17.02.2022;09:30:00
175.3827125;17.02.2022;09:45:00
171.6674782;17.02.2022;10:00:00
168.0005622;17.02.2022;10:15:00
165.4539116;17.02.2022;10:30:00
163.0159432;17.02.2022;10:45:00
158.6686846;17.02.2022;11:00:00
153.8568462;17.02.2022;11:15:00
151.6121948;17.02.2022;11:30:00
150.2252045;17.02.2022;11:45:00
149.2682949;17.02.2022;12:00:00
148.061275;17.02.2022;12:15:00
148.7942877;17.02.2022;12:30:00
146.7924092;17.02.2022;12:45:00
148.884008;17.02.2022;13:00:00
149.0330834;17.02.2022;13:15:00
148.3692113;17.02.2022;13:30:00
149.3499187;17.02.2022;13:45:00
151.8256301;17.02.2022;14:00:00
153.5924902;17.02.2022;14:15:00
156.249933;17.02.2022;14:30:00
159.2705659;17.02.2022;14:45:00
163.3448906;17.02.2022;15:00:00
165.880445;17.02.2022;15:15:00
167.8690707;17.02.2022;15:30:00
170.2055449;17.02.2022;15:45:00
171.2328385;17.02.2022;16:00:00
174.6394276;17.02.2022;16:15:00
181.1522006;17.02.2022;16:30:00
186.0610686;17.02.2022;16:45:00
190.4058362;17.02.2022;17:00:00
194.1441554;17.02.2022;17:15:00
194.6259657;17.02.2022;17:30:00
195.4643032;17.02.2022;17:45:00
193.6254164;17.02.2022;18:00:00
194.3160611;17.02.2022;18:15:00
195.5426395;17.02.2022;18:30:00
196.1027354;17.02.2022;18:45:00
197.1349366;17.02.2022;19:00:00
198.7866884;17.02.2022;19:15:00
201.1095689;17.02.2022;19:30:00
201.3075286;17.02.2022;19:45:00
200.6026504;17.02.2022;20:00:00
203.2801754;17.02.2022;20:15:00
202.7476081;17.02.2022;20:30:00
198.1462618;17.02.2022;20:45:00
198.9516597;17.02.2022;21:00:00
197.1682993;17.02.2022;21:15:00
195.6118477;17.02.2022;21:30:00
196.6526931;17.02.2022;21:45:00
205.7440115;17.02.2022;22:00:00
209.3051452;17.02.2022;22:15:00
209.2879554;17.02.2022;22:30:00
208.6669261;17.02.2022;22:45:00
207.0375736;17.02.2022;23:00:00
204.7672457;17.02.2022;23:15:00
200.1591326;17.02.2022;23:30:00
196.174674;17.02.2022;23:45:00
186.5804071;18.02.2022;00:00:00
182.815532;18.02.2022;00:15:00
182.8972199;18.02.2022;00:30:00
185.6418751;18.02.2022;00:45:00
188.9426488;18.02.2022;01:00:00
190.4873193;18.02.2022;01:15:00
194.3101564;18.02.2022;01:30:00
199.0208783;18.02.2022;01:45:00
195.2913363;18.02.2022;02:00:00
198.2775436;18.02.2022;02:15:00
205.8749019;18.02.2022;02:30:00
218.2618458;18.02.2022;02:45:00
228.3984245;18.02.2022;03:00:00
236.9000897;18.02.2022;03:15:00
242.1785627;18.02.2022;03:30:00
253.7297163;18.02.2022;03:45:00
261.4166156;18.02.2022;04:00:00
267.5647562;18.02.2022;04:15:00
276.2066241;18.02.2022;04:30:00
281.5315059;18.02.2022;04:45:00
284.908757;18.02.2022;05:00:00
294.070863;18.02.2022;05:15:00
301.1377418;18.02.2022;05:30:00
305.0283834;18.02.2022;05:45:00
306.4010704;18.02.2022;06:00:00
300.1355689;18.02.2022;06:15:00
299.2130421;18.02.2022;06:30:00
297.0226114;18.02.2022;06:45:00
301.3660458;18.02.2022;07:00:00
299.1392672;18.02.2022;07:15:00
299.293656;18.02.2022;07:30:00
295.772782;18.02.2022;07:45:00
287.1848923;18.02.2022;08:00:00
284.1596283;18.02.2022;08:15:00
279.40737;18.02.2022;08:30:00
279.6331874;18.02.2022;08:45:00
276.3060818;18.02.2022;09:00:00
276.2964596;18.02.2022;09:15:00
270.6960698;18.02.2022;09:30:00
266.8022618;18.02.2022;09:45:00
262.5528823;18.02.2022;10:00:00
262.1383641;18.02.2022;10:15:00
258.6795603;18.02.2022;10:30:00
257.0123325;18.02.2022;10:45:00
246.8531585;18.02.2022;11:00:00
242.7463151;18.02.2022;11:15:00
241.4850887;18.02.2022;11:30:00
239.8955478;18.02.2022;11:45:00
237.4566413;18.02.2022;12:00:00
236.0869608;18.02.2022;12:15:00
234.1182929;18.02.2022;12:30:00
231.2292111;18.02.2022;12:45:00
221.2538605;18.02.2022;13:00:00
219.5772644;18.02.2022;13:15:00
216.545374;18.02.2022;13:30:00
211.4504408;18.02.2022;13:45:00
210.0391429;18.02.2022;14:00:00
208.3992259;18.02.2022;14:15:00
207.6265959;18.02.2022;14:30:00
206.2128641;18.02.2022;14:45:00
206.8829003;18.02.2022;15:00:00
207.1717621;18.02.2022;15:15:00
210.235964;18.02.2022;15:30:00
211.7105373;18.02.2022;15:45:00
213.7920268;18.02.2022;16:00:00
215.0365468;18.02.2022;16:15:00
218.500695;18.02.2022;16:30:00
223.2540829;18.02.2022;16:45:00
224.8937683;18.02.2022;17:00:00
223.3075801;18.02.2022;17:15:00
221.1175207;18.02.2022;17:30:00
220.7256194;18.02.2022;17:45:00
224.0444662;18.02.2022;18:00:00
224.8484452;18.02.2022;18:15:00
225.2082863;18.02.2022;18:30:00
228.6300332;18.02.2022;18:45:00
231.5694666;18.02.2022;19:00:00
232.9314077;18.02.2022;19:15:00
235.7403005;18.02.2022;19:30:00
238.1288135;18.02.2022;19:45:00
242.3304837;18.02.2022;20:00:00
242.9385163;18.02.2022;20:15:00
245.1370704;18.02.2022;20:30:00
243.7973764;18.02.2022;20:45:00
239.1756756;18.02.2022;21:00:00
234.8181469;18.02.2022;21:15:00
226.4326652;18.02.2022;21:30:00
221.5991362;18.02.2022;21:45:00
220.5743372;18.02.2022;22:00:00
218.952105;18.02.2022;22:15:00
214.746661;18.02.2022;22:30:00
207.6835959;18.02.2022;22:45:00
205.9573798;18.02.2022;23:00:00
203.1321003;18.02.2022;23:15:00
198.1279512;18.02.2022;23:30:00
189.6656073;18.02.2022;23:45:00
179.9265365;19.02.2022;00:00:00
175.290031;19.02.2022;00:15:00
171.2496749;19.02.2022;00:30:00
169.6330632;19.02.2022;00:45:00
169.4270012;19.02.2022;01:00:00
166.3658221;19.02.2022;01:15:00
164.7700688;19.02.2022;01:30:00
163.7112091;19.02.2022;01:45:00
161.3848358;19.02.2022;02:00:00
161.7578201;19.02.2022;02:15:00
158.1531014;19.02.2022;02:30:00
157.7099234;19.02.2022;02:45:00
154.7734327;19.02.2022;03:00:00
154.5807649;19.02.2022;03:15:00
152.8031293;19.02.2022;03:30:00
152.0190306;19.02.2022;03:45:00
154.1007315;19.02.2022;04:00:00
153.1899489;19.02.2022;04:15:00
151.0551845;19.02.2022;04:30:00
150.1615976;19.02.2022;04:45:00
156.3586851;19.02.2022;05:00:00
156.9892331;19.02.2022;05:15:00
157.542473;19.02.2022;05:30:00
157.0917499;19.02.2022;05:45:00
157.0991297;19.02.2022;06:00:00
160.0390303;19.02.2022;06:15:00
159.2729409;19.02.2022;06:30:00
158.9895176;19.02.2022;06:45:00
158.496574;19.02.2022;07:00:00
160.8274115;19.02.2022;07:15:00
158.740435;19.02.2022;07:30:00
155.1026255;19.02.2022;07:45:00
154.7983014;19.02.2022;08:00:00
153.5042314;19.02.2022;08:15:00
153.9397748;19.02.2022;08:30:00
150.5101546;19.02.2022;08:45:00
147.8210731;19.02.2022;09:00:00
145.8014319;19.02.2022;09:15:00
143.9510652;19.02.2022;09:30:00
145.2923469;19.02.2022;09:45:00
143.1213111;19.02.2022;10:00:00
140.1530914;19.02.2022;10:15:00
140.7722787;19.02.2022;10:30:00
141.8196628;19.02.2022;10:45:00
140.6038135;19.02.2022;11:00:00
139.6371184;19.02.2022;11:15:00
140.8670273;19.02.2022;11:30:00
141.2989603;19.02.2022;11:45:00
142.8770864;19.02.2022;12:00:00
143.5371206;19.02.2022;12:15:00
145.3467217;19.02.2022;12:30:00
145.7096024;19.02.2022;12:45:00
146.5794074;19.02.2022;13:00:00
148.5001793;19.02.2022;13:15:00
150.0318172;19.02.2022;13:30:00
152.0933273;19.02.2022;13:45:00
151.8400273;19.02.2022;14:00:00
151.5143571;19.02.2022;14:15:00
151.4173053;19.02.2022;14:30:00
152.5429576;19.02.2022;14:45:00
150.8505853;19.02.2022;15:00:00
148.303664;19.02.2022;15:15:00
149.739309;19.02.2022;15:30:00
150.4464262;19.02.2022;15:45:00
151.8396856;19.02.2022;16:00:00
159.2373799;19.02.2022;16:15:00
168.752718;19.02.2022;16:30:00
176.5371947;19.02.2022;16:45:00
190.0391404;19.02.2022;17:00:00
200.9280944;19.02.2022;17:15:00
204.7389844;19.02.2022;17:30:00
209.5991734;19.02.2022;17:45:00
212.1157059;19.02.2022;18:00:00
210.5240954;19.02.2022;18:15:00
211.1637484;19.02.2022;18:30:00
213.152428;19.02.2022;18:45:00
209.4382393;19.02.2022;19:00:00
208.0119961;19.02.2022;19:15:00
206.8876016;19.02.2022;19:30:00
205.9536688;19.02.2022;19:45:00
194.4381123;19.02.2022;20:00:00
190.6977908;19.02.2022;20:15:00
193.2229685;19.02.2022;20:30:00
193.7299012;19.02.2022;20:45:00
189.1253218;19.02.2022;21:00:00
190.5637522;19.02.2022;21:15:00
195.367061;19.02.2022;21:30:00
196.453003;19.02.2022;21:45:00
194.0819218;19.02.2022;22:00:00
196.0926994;19.02.2022;22:15:00
200.1204823;19.02.2022;22:30:00
204.8320423;19.02.2022;22:45:00
